Time, value
0.00012207,6.68646028
0.00024414,3.29628230
0.00036621,5.44987511
0.00048828,3.17062817
0.00061035,2.58779086
0.00073242,4.83228229
0.00085449,1.14288154
0.00097656,2.18576195
0.00109863,3.35889096
0.00122070,2.70560983
0.00134277,4.70001848
0.00146484,4.81813395
0.00158691,5.36823788
0.00170898,1.25290661
0.00183105,2.00931515
0.00195312,3.45981165
0.00207520,-1.05967588
0.00219727,1.80866937
0.00231934,-0.18189637
0.00244141,3.00793607
0.00256348,1.50323654
0.00268555,3.06010022
0.00280762,3.03504422
0.00292969,3.76956382
0.00305176,5.03906701
0.00317383,1.26675207
0.00329590,3.06707753
0.00341797,3.01530588
0.00354004,2.50392201
0.00366211,-0.67325652
0.00378418,2.81467686
0.00390625,-0.47804403
0.00402832,2.88316440
0.00415039,-0.04881678
0.00427246,0.68756453
0.00439453,0.98703380
0.00451660,2.30854683
0.00463867,2.31665676
0.00476074,-1.46283420
0.00488281,1.47001694
0.00500488,-2.68656570
0.00512695,-1.86003296
0.00524902,1.08825710
0.00537109,1.11868832
0.00549316,0.32624553
0.00561523,3.49274864
0.00573730,0.75263415
0.00585938,1.39816178
0.00598145,4.65348929
0.00610352,1.57026249
0.00622559,0.96650638
0.00634766,2.17243663
0.00646973,2.81355996
0.00659180,1.52127326
0.00671387,1.11010479
0.00683594,3.65001614
0.00695801,4.28410516
0.00708008,4.06677320
0.00720215,1.56466430
0.00732422,4.49169982
0.00744629,5.23418445
0.00756836,4.64322821
0.00769043,0.62153627
0.00781250,-0.36549885
0.00793457,-0.13753380
0.00805664,3.01505067
0.00817871,3.60658683
0.00830078,2.52730659
0.00842285,1.07116806
0.00854492,2.83958423
0.00866699,1.51789110
0.00878906,4.91797518
0.00891113,2.07699302
0.00903320,3.00537722
0.00915527,2.22049250
0.00927734,0.79904909
0.00939941,2.15541501
0.00952148,1.42091221
0.00964355,3.01433242
0.00976562,6.04247084
0.00988770,4.83834168
0.01000977,6.00605616
0.01013184,7.09504006
0.01025391,6.57726674
0.01037598,5.96002513
0.01049805,5.79865886
0.01062012,3.71520232
0.01074219,1.23019800
0.01086426,0.11350221
0.01098633,2.43516070
0.01110840,0.98713828
0.01123047,1.15478085
0.01135254,3.43810632
0.01147461,2.17901606
0.01159668,1.04625529
0.01171875,4.49461356
0.01184082,2.71886080
0.01196289,-0.17026914
0.01208496,2.72164453
0.01220703,2.70210078
0.01232910,1.21653036
0.01245117,-0.25808528
0.01257324,4.38874506
0.01269531,2.97895205
0.01281738,5.68377582
0.01293945,1.52491813
0.01306152,2.74942775
0.01318359,2.78423580
0.01330566,4.28816816
0.01342773,3.30838296
0.01354980,2.89809195
0.01367188,2.98283640
0.01379395,0.20538555
0.01391602,2.97451892
0.01403809,4.01181397
0.01416016,0.99914214
0.01428223,1.23977609
0.01440430,1.76100152
0.01452637,0.52397340
0.01464844,2.39892289
0.01477051,0.95246861
0.01489258,2.08543385
0.01501465,0.37841819
0.01513672,-2.82520352
0.01525879,0.84573935
0.01538086,-1.86624749
0.01550293,-0.97306999
0.01562500,-0.49037225
0.01574707,0.17470805
0.01586914,3.18812719
0.01599121,0.74711285
0.01611328,1.01398034
0.01623535,4.47842805
0.01635742,3.64037748
0.01647949,-0.47926817
0.01660156,0.56616239
0.01672363,3.39308377
0.01684570,1.40390926
0.01696777,1.71245188
0.01708984,3.13648483
0.01721191,4.69131900
0.01733398,6.27632784
0.01745605,2.90313258
0.01757812,2.65198666
0.01770020,2.92050534
0.01782227,1.97950928
0.01794434,2.67409053
0.01806641,2.98587257
0.01818848,1.83443167
0.01831055,0.88546527
0.01843262,0.57668549
0.01855469,2.50514380
0.01867676,1.43721487
0.01879883,1.48472061
0.01892090,1.67022952
0.01904297,2.85023225
0.01916504,4.83213152
0.01928711,1.39078246
0.01940918,2.25400192
0.01953125,1.83782975
0.01965332,1.19630968
0.01977539,6.32269263
0.01989746,5.66001568
0.02001953,3.97935417
0.02014160,3.94133032
0.02026367,3.67079897
0.02038574,4.77130910
0.02050781,1.71191849
0.02062988,3.02910391
0.02075195,3.97892506
0.02087402,1.32907404
0.02099609,1.17565438
0.02111816,0.95096571
0.02124023,3.00313150
0.02136230,4.95862072
0.02148438,3.64995657
0.02160645,0.88785797
0.02172852,2.83483339
0.02185059,3.29578360
0.02197266,2.27429093
0.02209473,2.52565220
0.02221680,2.09502661
0.02233887,0.34110622
0.02246094,2.27330986
0.02258301,0.28134271
0.02270508,1.86129972
0.02282715,3.11669291
0.02294922,4.30389139
0.02307129,5.82168725
0.02319336,4.20599146
0.02331543,1.91970640
0.02343750,3.51262993
0.02355957,0.67969388
0.02368164,-0.42772973
0.02380371,0.63941172
0.02392578,1.00327193
0.02404785,0.49936736
0.02416992,4.28713137
0.02429199,4.14810848
0.02441406,0.84825862
0.02453613,3.28060619
0.02465820,2.17232508
0.02478027,0.51592610
0.02490234,-0.95235869
0.02502441,0.53543896
0.02514648,-2.75352898
0.02526855,-2.39598010
0.02539062,-1.50860007
0.02551270,1.65224258
0.02563477,-0.21658138
0.02575684,2.69846480
0.02587891,0.10399175
0.02600098,4.00497191
0.02612305,4.28996778
0.02624512,-0.27877490
0.02636719,3.31677451
0.02648926,0.52125076
0.02661133,0.31424375
0.02673340,2.41248144
0.02685547,4.20440339
0.02697754,2.71597270
0.02709961,3.15380029
0.02722168,4.81319490
0.02734375,1.35391241
0.02746582,3.74877542
0.02758789,1.34964238
0.02770996,4.23527392
0.02783203,2.47737344
0.02795410,0.71708599
0.02807617,1.84363681
0.02819824,-0.19265578
0.02832031,1.08722375
0.02844238,1.79999199
0.02856445,1.53876840
0.02868652,5.25008051
0.02880859,5.66429870
0.02893066,2.60388628
0.02905273,1.70510673
0.02917480,2.85710042
0.02929688,4.86105490
0.02941895,0.92694521
0.02954102,4.74756449
0.02966309,3.98650842
0.02978516,2.39075080
0.02990723,6.83406846
0.03002930,3.68135739
0.03015137,5.19447857
0.03027344,7.25667333
0.03039551,3.29630078
0.03051758,3.10544407
0.03063965,3.79883750
0.03076172,1.56768087
0.03088379,1.19079158
0.03100586,2.86329398
0.03112793,1.88419473
0.03125000,3.80590920
0.03137207,4.35253447
0.03149414,1.88895261
0.03161621,0.80610984
0.03173828,2.19512361
0.03186035,0.73847251
0.03198242,2.58938832
0.03210449,1.20704144
0.03222656,1.05827913
0.03234863,2.52747119
0.03247070,3.10382374
0.03259277,1.53458464
0.03271484,3.75643110
0.03283691,3.04723523
0.03295898,6.37010987
0.03308105,2.28366168
