Time, value
0.00012207,8.52187453
0.00024414,7.48707821
0.00036621,6.23109407
0.00048828,7.65109445
0.00061035,4.39979775
0.00073242,7.06185403
0.00085449,5.60145460
0.00097656,2.60919582
0.00109863,1.57796489
0.00122070,4.36519141
0.00134277,2.95386615
0.00146484,2.64020071
0.00158691,2.52135996
0.00170898,1.74852003
0.00183105,1.36281718
0.00195312,2.78861561
0.00207520,-0.64592652
0.00219727,0.35848623
0.00231934,-0.42316216
0.00244141,1.13516163
0.00256348,0.55345808
0.00268555,4.98176917
0.00280762,1.27473332
0.00292969,3.02076390
0.00305176,6.44326729
0.00317383,3.35732645
0.00329590,3.21900691
0.00341797,2.47195110
0.00354004,3.91364186
0.00366211,1.31319481
0.00378418,2.09466995
0.00390625,0.82220102
0.00402832,-0.97934912
0.00415039,2.11344878
0.00427246,1.43925631
0.00439453,0.91253346
0.00451660,1.05449335
0.00463867,-3.39430049
0.00476074,-3.13064692
0.00488281,-4.18543742
0.00500488,-1.22282630
0.00512695,-5.26895878
0.00524902,-3.54546591
0.00537109,-4.14917459
0.00549316,-2.10805619
0.00561523,-3.15186434
0.00573730,-1.96010442
0.00585938,0.92359186
0.00598145,-0.43100797
0.00610352,2.19679209
0.00622559,-0.13245295
0.00634766,-1.40717991
0.00646973,-1.14686712
0.00659180,-0.72052746
0.00671387,0.46986835
0.00683594,1.93347562
0.00695801,4.60555325
0.00708008,3.90538353
0.00720215,3.53001924
0.00732422,2.34625592
0.00744629,1.57523447
0.00756836,3.42813941
0.00769043,2.50170917
0.00781250,-0.20151094
0.00793457,1.22397405
0.00805664,1.50191312
0.00817871,-1.31593721
0.00830078,3.14690174
0.00842285,3.17122803
0.00854492,1.99214322
0.00866699,2.55330826
0.00878906,5.86343752
0.00891113,4.21655730
0.00903320,4.52670864
0.00915527,3.99450148
0.00927734,2.96233251
0.00939941,2.59608337
0.00952148,3.53429008
0.00964355,6.42965752
0.00976562,8.35696460
0.00988770,6.54978858
0.01000977,10.12800107
0.01013184,6.60956685
0.01025391,10.21018800
0.01037598,7.38566145
0.01049805,5.96050241
0.01062012,5.73212126
0.01074219,4.99131471
0.01086426,3.26751141
0.01098633,5.74567386
0.01110840,4.55089060
0.01123047,5.20720700
0.01135254,2.73967198
0.01147461,3.67950150
0.01159668,1.91696507
0.01171875,1.08204212
0.01184082,3.70250725
0.01196289,2.61999414
0.01208496,2.01965135
0.01220703,-1.10946765
0.01232910,2.14519409
0.01245117,3.12463053
0.01257324,2.69237547
0.01269531,4.84184584
0.01281738,5.91944578
0.01293945,3.51619930
0.01306152,1.63566759
0.01318359,5.46557891
0.01330566,5.74343470
0.01342773,3.15639809
0.01354980,0.86545073
0.01367188,3.08328809
0.01379395,0.62150921
0.01391602,0.64302088
0.01403809,1.52174467
0.01416016,3.11669118
0.01428223,2.40316302
0.01440430,1.88423700
0.01452637,-1.87757683
0.01464844,-1.67586394
0.01477051,-2.46075127
0.01489258,-1.14987341
0.01501465,-4.21884210
0.01513672,-3.03357245
0.01525879,-2.31070751
0.01538086,-4.58894332
0.01550293,-0.56383015
0.01562500,-1.55847993
0.01574707,1.61740203
0.01586914,1.35812622
0.01599121,1.98402701
0.01611328,1.22664139
0.01623535,-0.47878959
0.01635742,-0.81073313
0.01647949,2.22791930
0.01660156,0.66578667
0.01672363,2.37821205
0.01684570,1.36107894
0.01696777,2.92512700
0.01708984,4.28164489
0.01721191,4.37020208
0.01733398,5.52715223
0.01745605,3.73880966
0.01757812,4.94070588
0.01770020,-0.27829677
0.01782227,2.12474294
0.01794434,1.39823220
0.01806641,-0.31924775
0.01818848,-0.44404805
0.01831055,1.73041270
0.01843262,-0.00015911
0.01855469,0.70483970
0.01867676,5.21674502
0.01879883,4.67691325
0.01892090,2.87653564
0.01904297,5.26369446
0.01916504,3.77452761
0.01928711,5.30860004
0.01940918,3.93906569
0.01953125,4.23566770
0.01965332,6.22445086
0.01977539,5.16923883
0.01989746,9.05960813
0.02001953,7.44514816
0.02014160,6.71052542
0.02026367,7.38838634
0.02038574,9.78726247
